Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
X6,2017,Middle East,Silver,Hybrid,Manual,4.5,33420,46221,8416,High," 388,995,936 "
X1,2020,North America,Blue,Petrol,Automatic,2.6,36925,73125,4065,Low," 297,253,125 "
7 Series,2016,Asia,Red,Hybrid,Automatic,3.2,191543,117215,3007,Low," 352,465,505 "
X3,2020,Middle East,Silver,Petrol,Automatic,3.3,167025,109723,8054,High," 883,709,042 "
X5,2020,Asia,Blue,Petrol,Manual,4.1,144066,104089,9840,High," 1,024,235,760 "
X6,2024,Africa,Red,Electric,Automatic,3,55434,115499,2782,Low," 321,318,218 "
X1,2016,South America,Silver,Hybrid,Automatic,3.4,1135,102740,3855,Low," 396,062,700 "
X6,2017,Europe,Blue,Petrol,Automatic,2.9,102547,56585,5987,Low," 338,774,395 "
3 Series,2016,North America,White,Electric,Manual,4.2,64865,81185,4697,Low," 381,325,945 "
3 Series,2012,Europe,White,Hybrid,Automatic,3.4,29319,36551,7580,High," 277,056,580 "
M3,2012,South America,Grey,Petrol,Automatic,4.4,77367,58509,6500,Low," 380,308,500 "
5 Series,2011,Africa,Red,Petrol,Automatic,1.7,187853,53130,1272,Low," 67,581,360 "
X6,2022,South America,Grey,Hybrid,Manual,4.7,36630,107637,1876,Low," 201,927,012 "
i3,2010,Asia,Grey,Electric,Automatic,4.4,88635,87521,2219,Low," 194,209,099 "
X6,2014,Middle East,White,Hybrid,Manual,4.4,152837,105978,6090,Low," 645,406,020 "
M5,2021,North America,White,Hybrid,Automatic,2,35126,108318,5773,Low," 625,319,814 "
i3,2013,Africa,Black,Hybrid,Manual,2.4,127053,36478,7882,High," 287,519,596 "
M5,2024,Africa,Red,Diesel,Automatic,4.9,127992,42684,7727,High," 329,819,268 "
X1,2022,South America,Silver,Hybrid,Automatic,4.8,166775,114155,2313,Low," 264,040,515 "
M5,2020,Europe,White,Hybrid,Manual,2.3,98453,67421,4496,Low," 303,124,816 "
M3,2011,North America,White,Hybrid,Automatic,3,132505,96213,7288,High," 701,200,344 "
i8,2010,Asia,Red,Petrol,Automatic,2,97546,51089,1918,Low," 97,988,702 "
i8,2023,Africa,Grey,Petrol,Automatic,2.4,177215,80811,2000,Low," 161,622,000 "
X5,2023,Middle East,Grey,Diesel,Manual,2.1,184845,86528,6843,Low," 592,111,104 "
7 Series,2012,Africa,White,Diesel,Automatic,1.8,102545,41540,3798,Low," 157,768,920 "
5 Series,2022,Europe,White,Petrol,Manual,3.5,151175,85574,8140,High," 696,572,360 "
X6,2015,Africa,Blue,Electric,Manual,2.3,1333,31574,1783,Low," 56,296,442 "
5 Series,2022,Asia,Grey,Petrol,Automatic,5,45962,69984,5828,Low," 407,866,752 "
X1,2011,North America,Grey,Electric,Automatic,3.3,189930,55730,2690,Low," 149,913,700 "
i8,2019,Europe,Silver,Petrol,Manual,2.8,70305,64187,3631,Low," 233,062,997 "
3 Series,2024,Africa,Black,Diesel,Automatic,4.7,28609,76152,8259,High," 628,939,368 "
M3,2022,Africa,Silver,Petrol,Manual,3.7,113873,104458,852,Low," 88,998,216 "
X3,2016,Europe,Red,Petrol,Automatic,1.9,31115,105539,3757,Low," 396,510,023 "
M3,2020,Asia,White,Hybrid,Automatic,3.2,195010,56975,9763,High," 556,246,925 "
5 Series,2016,Middle East,Red,Hybrid,Automatic,3,122132,40793,6400,Low," 261,075,200 "
M3,2020,Europe,Grey,Petrol,Manual,4.2,78546,93775,3295,Low," 308,988,625 "
X1,2012,Asia,Black,Petrol,Automatic,3.9,26435,69029,6919,Low," 477,611,651 "
7 Series,2023,South America,Red,Electric,Manual,2.8,5581,69341,5348,Low," 370,835,668 "
7 Series,2010,Europe,Black,Diesel,Automatic,3.1,61359,39010,2241,Low," 87,421,410 "
M3,2018,Asia,White,Diesel,Manual,3.3,119513,65563,7163,High," 469,627,769 "
X6,2020,North America,Blue,Diesel,Manual,3,62672,88062,6956,Low," 612,559,272 "
X1,2014,Asia,Red,Diesel,Automatic,1.9,96915,101943,8803,High," 897,404,229 "
i3,2011,North America,Red,Hybrid,Automatic,4.7,89713,79219,3321,Low," 263,086,299 "
3 Series,2024,Europe,Silver,Hybrid,Manual,3.9,30042,98083,7214,High," 707,570,762 "
M3,2017,Middle East,Red,Electric,Automatic,3.1,189842,56040,2654,Low," 148,730,160 "
X5,2021,Africa,Blue,Petrol,Automatic,3.5,28034,107287,920,Low," 98,704,040 "
X6,2019,North America,Silver,Electric,Automatic,2.2,164127,119362,587,Low," 70,065,494 "
M3,2019,North America,Grey,Hybrid,Manual,3.4,75896,87177,4484,Low," 390,901,668 "
7 Series,2013,South America,Blue,Petrol,Manual,4.1,125836,76727,2606,Low," 199,950,562 "
i3,2020,South America,Blue,Hybrid,Manual,3.4,70732,32937,6266,Low," 206,383,242 "
M5,2019,North America,White,Hybrid,Manual,3.2,47513,50644,3740,Low," 189,408,560 "
M5,2021,Europe,Grey,Electric,Manual,3.1,19106,84140,2972,Low," 250,064,080 "
i8,2016,Africa,Black,Electric,Automatic,4.2,161066,80489,3290,Low," 264,808,810 "
X5,2023,Middle East,Red,Diesel,Automatic,4.1,154189,90452,3096,Low," 280,039,392 "
i8,2022,Asia,Blue,Petrol,Manual,4.1,20873,55757,3534,Low," 197,045,238 "
3 Series,2014,North America,Red,Diesel,Automatic,2.4,21256,93115,2972,Low," 276,737,780 "
M5,2022,Africa,Grey,Diesel,Manual,3.7,93557,103713,987,Low," 102,364,731 "
X6,2012,Middle East,Grey,Electric,Automatic,4.2,136185,55437,5859,Low," 324,805,383 "
X3,2019,Asia,Blue,Electric,Manual,3.5,37514,116549,184,Low," 21,445,016 "
X5,2017,Europe,Black,Petrol,Manual,4.2,142847,90140,2446,Low," 220,482,440 "
X1,2011,Africa,White,Electric,Automatic,4.5,137974,105213,8347,High," 878,212,911 "
i3,2010,Europe,Black,Electric,Automatic,2.1,21199,75974,2850,Low," 216,525,900 "
i8,2014,Europe,White,Petrol,Automatic,2.6,72042,58579,7630,High," 446,957,770 "
X3,2020,South America,Grey,Diesel,Automatic,3.6,171123,99427,7343,High," 730,092,461 "
M3,2013,Africa,Red,Diesel,Automatic,2.5,46420,116586,4842,Low," 564,509,412 "
X3,2020,Africa,Blue,Diesel,Manual,4.8,104388,117629,538,Low," 63,284,402 "
3 Series,2019,Europe,Blue,Diesel,Automatic,2.2,104361,107755,2359,Low," 254,194,045 "
M5,2024,Middle East,Silver,Electric,Manual,2.7,166401,72091,5888,Low," 424,471,808 "
5 Series,2016,Europe,Black,Hybrid,Manual,5,85775,110615,7089,High," 784,149,735 "
i8,2024,Middle East,Silver,Diesel,Manual,2.2,80240,117487,9111,High," 1,070,424,057 "
7 Series,2022,South America,Blue,Hybrid,Manual,3.1,191845,89807,3075,Low," 276,156,525 "
5 Series,2018,Europe,Grey,Diesel,Automatic,2.6,135249,81409,2549,Low," 207,511,541 "
5 Series,2015,Asia,White,Petrol,Automatic,4.3,158533,72602,1672,Low," 121,390,544 "
X3,2020,Europe,White,Petrol,Automatic,2.6,180830,113949,4391,Low," 500,350,059 "
X6,2010,Europe,White,Hybrid,Manual,2.1,193467,64549,5435,Low," 350,823,815 "
i3,2024,North America,Red,Hybrid,Manual,4.8,176771,116769,8795,High," 1,026,983,355 "
3 Series,2017,South America,Blue,Petrol,Automatic,2.6,39884,58784,729,Low," 42,853,536 "
i3,2011,Europe,Blue,Diesel,Automatic,4.1,9367,83742,5886,Low," 492,905,412 "
i8,2013,Asia,Black,Diesel,Manual,2.5,130031,49248,7293,High," 359,165,664 "
i8,2012,Europe,Silver,Petrol,Automatic,2.1,53641,35185,8274,High," 291,120,690 "
M3,2015,Middle East,Red,Hybrid,Automatic,4.3,28076,119091,6572,Low," 782,666,052 "
3 Series,2011,Africa,Red,Diesel,Automatic,1.7,187659,114032,4184,Low," 477,109,888 "
X6,2014,Middle East,Grey,Petrol,Manual,2.7,92290,77098,1819,Low," 140,241,262 "
M5,2020,Middle East,Black,Diesel,Automatic,4.2,184785,34972,7867,High," 275,124,724 "
X6,2018,Asia,Grey,Petrol,Manual,3.3,19574,100426,1669,Low," 167,610,994 "
X1,2024,Europe,Grey,Petrol,Manual,3.9,135989,101963,5690,Low," 580,169,470 "
M5,2012,South America,White,Diesel,Manual,1.7,86365,93232,921,Low," 85,866,672 "
X1,2011,South America,Silver,Hybrid,Manual,4.1,138926,82229,707,Low," 58,135,903 "
X5,2011,Africa,Black,Electric,Automatic,2.1,100480,89512,7728,High," 691,748,736 "
X1,2024,North America,Silver,Hybrid,Manual,4.3,196466,57968,8337,High," 483,279,216 "
M5,2018,Europe,White,Petrol,Automatic,3.5,150213,70154,177,Low," 12,417,258 "
M5,2015,South America,Red,Hybrid,Manual,4.1,6318,68291,9590,High," 654,910,690 "
M5,2011,Africa,Blue,Electric,Automatic,2.2,177852,84374,2816,Low," 237,597,184 "
i8,2012,South America,Red,Petrol,Automatic,2.9,186468,48217,227,Low," 10,945,259 "
X6,2024,Europe,Silver,Petrol,Manual,4.3,64033,102684,9785,High," 1,004,762,940 "
M5,2023,South America,Grey,Diesel,Manual,4.7,161332,66787,3517,Low," 234,889,879 "
X6,2010,South America,Black,Petrol,Automatic,2.3,95159,99395,5742,Low," 570,726,090 "
X6,2011,Africa,Black,Petrol,Automatic,4.3,57166,31745,7361,High," 233,674,945 "
3 Series,2024,Middle East,White,Hybrid,Automatic,1.9,76045,66901,4570,Low," 305,737,570 "
i8,2011,Asia,Silver,Hybrid,Manual,3,128936,48560,7044,High," 342,056,640 "
M3,2020,Europe,Grey,Petrol,Automatic,4.8,19240,88258,3766,Low," 332,379,628 "
X3,2011,Asia,Blue,Electric,Manual,4.8,99176,60947,8830,High," 538,162,010 "
X5,2016,Europe,Grey,Diesel,Manual,2.5,122669,75503,6637,Low," 501,113,411 "
5 Series,2012,Asia,White,Electric,Manual,2.2,155389,38236,5438,Low," 207,927,368 "
X5,2022,Middle East,Silver,Diesel,Manual,2,26433,99932,5378,Low," 537,434,296 "
i8,2024,Europe,Black,Hybrid,Manual,3.2,123102,111552,1475,Low," 164,539,200 "
X1,2023,Middle East,Silver,Diesel,Manual,1.8,46840,110576,2163,Low," 239,175,888 "
M3,2020,North America,White,Electric,Automatic,2.7,17611,72469,5391,Low," 390,680,379 "
X1,2013,Asia,White,Hybrid,Automatic,1.6,145144,59876,8357,High," 500,383,732 "
M3,2011,North America,White,Diesel,Manual,2.4,131001,97616,2628,Low," 256,534,848 "
M5,2014,Middle East,Red,Hybrid,Manual,4.7,92194,101648,2527,Low," 256,864,496 "
i3,2023,Europe,White,Hybrid,Manual,3.1,14934,94998,5133,Low," 487,624,734 "
M3,2018,Europe,Grey,Hybrid,Manual,1.8,148690,87229,5230,Low," 456,207,670 "
7 Series,2021,South America,Silver,Electric,Automatic,3.8,199416,82562,2366,Low," 195,341,692 "
M5,2018,Middle East,Blue,Electric,Automatic,4.8,52485,62454,4768,Low," 297,780,672 "
M3,2016,Middle East,White,Diesel,Automatic,3.1,84225,98817,1943,Low," 192,001,431 "
3 Series,2021,South America,Grey,Petrol,Manual,3.7,97302,86241,1351,Low," 116,511,591 "
X3,2017,Africa,Silver,Hybrid,Manual,4.7,84342,95099,8756,High," 832,686,844 "
7 Series,2022,North America,Silver,Diesel,Automatic,3,161974,50615,7693,High," 389,381,195 "
5 Series,2023,Middle East,Blue,Petrol,Automatic,3.8,181420,63705,9106,High," 580,097,730 "
7 Series,2014,Middle East,Black,Petrol,Manual,3,131953,75082,1207,Low," 90,623,974 "
X5,2014,Middle East,Blue,Hybrid,Manual,4.9,43995,95847,4324,Low," 414,442,428 "
3 Series,2021,South America,Grey,Petrol,Automatic,3.3,135331,107286,1397,Low," 149,878,542 "
X1,2012,Asia,Grey,Hybrid,Manual,4.6,125441,70235,253,Low," 17,769,455 "
X3,2015,Middle East,Blue,Hybrid,Automatic,3.3,48016,37954,9605,High," 364,548,170 "
X6,2010,Asia,Black,Diesel,Manual,3.8,13922,61341,4020,Low," 246,590,820 "
X1,2012,Africa,Blue,Electric,Automatic,2.9,54190,65406,5608,Low," 366,796,848 "
i8,2020,Africa,Grey,Hybrid,Automatic,4.7,82069,47567,5614,Low," 267,041,138 "
5 Series,2011,North America,Red,Electric,Automatic,3.8,133492,113994,6928,Low," 789,750,432 "
i8,2016,Asia,White,Hybrid,Manual,1.6,116744,87112,8738,High," 761,184,656 "
i3,2018,Africa,Red,Diesel,Automatic,1.6,165748,96234,6370,Low," 613,010,580 "
X6,2013,Asia,Black,Diesel,Manual,3.9,171009,112081,9715,High," 1,088,866,915 "
X5,2016,Europe,Blue,Electric,Automatic,1.9,74309,44943,8882,High," 399,183,726 "
X1,2017,North America,White,Petrol,Manual,4,164268,65527,8238,High," 539,811,426 "
5 Series,2019,Europe,Blue,Petrol,Manual,2.6,50762,41337,5956,Low," 246,203,172 "
X1,2011,Middle East,Red,Diesel,Automatic,3.4,46779,40749,3815,Low," 155,457,435 "
M3,2016,Asia,Black,Electric,Manual,2.1,27658,51838,7318,High," 379,350,484 "
i8,2022,Europe,Grey,Electric,Automatic,2.4,195241,106527,5527,Low," 588,774,729 "
X3,2021,South America,Blue,Diesel,Manual,3,106709,37356,9558,High," 357,048,648 "
i3,2012,North America,Silver,Electric,Automatic,3.8,129188,80393,253,Low," 20,339,429 "
i3,2017,Middle East,Blue,Hybrid,Automatic,2,16004,41480,6705,Low," 278,123,400 "
X6,2015,Middle East,Black,Petrol,Manual,2.5,50200,76558,197,Low," 15,081,926 "
X5,2012,North America,Black,Petrol,Manual,2.2,90565,76278,4314,Low," 329,063,292 "
X1,2017,Asia,Black,Electric,Automatic,4.5,45896,106275,9044,High," 961,151,100 "
i3,2020,Middle East,Black,Petrol,Automatic,3.8,152898,118377,9669,High," 1,144,587,213 "
X1,2022,North America,Black,Petrol,Automatic,3.1,9334,65169,4473,Low," 291,500,937 "
i8,2012,North America,Grey,Electric,Automatic,4.8,148535,52513,8069,High," 423,727,397 "
i8,2018,Middle East,White,Electric,Manual,4.1,64793,56513,3018,Low," 170,556,234 "
X6,2020,South America,Black,Diesel,Manual,4.8,9872,36017,9490,High," 341,801,330 "
i3,2012,Asia,Red,Hybrid,Automatic,3.6,165646,38189,2305,Low," 88,025,645 "
X1,2010,North America,White,Electric,Automatic,2,171202,55739,8987,High," 500,926,393 "
i3,2022,North America,Silver,Hybrid,Manual,3.9,78620,89878,5493,Low," 493,699,854 "
X6,2011,Europe,Red,Hybrid,Manual,2.2,81471,97907,4409,Low," 431,671,963 "
5 Series,2013,Middle East,Black,Hybrid,Automatic,2.7,95798,32011,1189,Low," 38,061,079 "
X6,2022,Asia,Red,Hybrid,Automatic,3.3,57118,72694,6133,Low," 445,832,302 "
X1,2020,Middle East,Blue,Hybrid,Automatic,2.1,116050,92198,7759,High," 715,364,282 "
i3,2011,South America,Grey,Hybrid,Manual,1.6,185278,94366,756,Low," 71,340,696 "
M3,2013,Middle East,Red,Electric,Automatic,2.6,198820,55767,1072,Low," 59,782,224 "
5 Series,2013,Middle East,Blue,Diesel,Automatic,4.4,109893,100293,6499,Low," 651,804,207 "
i8,2013,South America,White,Diesel,Automatic,1.6,69065,79685,5069,Low," 403,923,265 "
X5,2010,Africa,Red,Hybrid,Manual,1.9,79688,73643,6624,Low," 487,811,232 "
3 Series,2018,Middle East,Silver,Diesel,Automatic,4.3,152172,74011,5936,Low," 439,329,296 "
i3,2019,Africa,Blue,Electric,Automatic,2.6,146025,74123,1080,Low," 80,052,840 "
i3,2020,North America,Silver,Electric,Automatic,4.8,55246,113475,3264,Low," 370,382,400 "
X3,2016,South America,Blue,Diesel,Manual,2.8,46356,109668,6647,Low," 728,963,196 "
X6,2011,North America,White,Diesel,Manual,4.3,65129,99234,3877,Low," 384,730,218 "
X5,2012,North America,Grey,Diesel,Manual,2.4,75163,32180,9553,High," 307,415,540 "
i8,2022,Asia,Silver,Hybrid,Manual,1.7,70462,105383,1132,Low," 119,293,556 "
M3,2017,Africa,White,Hybrid,Manual,4.6,130228,93275,3654,Low," 340,826,850 "
i3,2016,North America,Blue,Petrol,Automatic,4.7,181907,73565,460,Low," 33,839,900 "
7 Series,2013,North America,Grey,Diesel,Automatic,4,178096,119609,8115,High," 970,627,035 "
M5,2013,Europe,Red,Petrol,Automatic,4.2,148320,100138,2841,Low," 284,492,058 "
X3,2018,South America,Black,Diesel,Manual,1.5,150206,113559,5975,Low," 678,515,025 "
7 Series,2024,Middle East,Silver,Hybrid,Manual,4.1,136800,43217,6305,Low," 272,483,185 "
M5,2014,North America,Silver,Petrol,Manual,3.2,186668,80605,1481,Low," 119,376,005 "
5 Series,2023,Africa,Black,Electric,Manual,3.1,151714,112226,9368,High," 1,051,333,168 "
M5,2022,Middle East,Silver,Hybrid,Manual,3.4,29699,40894,987,Low," 40,362,378 "
X3,2020,Middle East,Silver,Electric,Manual,2.4,149299,81961,2243,Low," 183,838,523 "
5 Series,2014,North America,Silver,Hybrid,Manual,3.9,13659,68627,6871,Low," 471,536,117 "
M3,2024,Africa,Silver,Hybrid,Automatic,2.5,73965,43926,7374,High," 323,910,324 "
7 Series,2016,Asia,Grey,Petrol,Automatic,3.5,32507,85650,403,Low," 34,516,950 "
X5,2010,Asia,Grey,Petrol,Manual,2,22315,39967,3855,Low," 154,072,785 "
X5,2012,Africa,Grey,Electric,Manual,3.9,70051,104742,7318,High," 766,501,956 "
X1,2011,Africa,Silver,Hybrid,Automatic,2.2,177684,66396,8977,High," 596,036,892 "
M3,2020,North America,Silver,Diesel,Manual,2.1,94093,110611,8401,High," 929,243,011 "
3 Series,2019,Europe,Blue,Hybrid,Automatic,1.6,90738,38210,1216,Low," 46,463,360 "
i3,2015,Europe,White,Diesel,Manual,1.9,29707,61044,9055,High," 552,753,420 "
X1,2020,Middle East,Black,Electric,Automatic,2.3,11461,58069,1399,Low," 81,238,531 "
X3,2021,Middle East,White,Diesel,Manual,2.3,167130,87588,222,Low," 19,444,536 "
X6,2015,Middle East,Blue,Hybrid,Automatic,2.6,1699,41270,563,Low," 23,235,010 "
5 Series,2019,Asia,White,Hybrid,Automatic,1.7,62091,114315,9537,High," 1,090,222,155 "
X1,2010,South America,Grey,Electric,Automatic,4.8,42560,78424,783,Low," 61,405,992 "
X6,2023,North America,White,Petrol,Automatic,1.9,6231,36027,1723,Low," 62,074,521 "
M3,2023,Middle East,Silver,Electric,Manual,4,168016,88930,1668,Low," 148,335,240 "
X3,2015,South America,Blue,Petrol,Automatic,3.4,103586,73424,6461,Low," 474,392,464 "
i8,2019,Europe,White,Diesel,Manual,3.4,77764,44540,6170,Low," 274,811,800 "
X3,2011,Asia,Grey,Hybrid,Automatic,1.9,92646,66100,2558,Low," 169,083,800 "
5 Series,2020,Europe,Blue,Petrol,Automatic,2.4,98298,111529,6856,Low," 764,642,824 "
M5,2013,Middle East,White,Electric,Manual,4.2,142152,42977,1488,Low," 63,949,776 "
X6,2015,Asia,Blue,Diesel,Automatic,3.1,57359,61273,7320,High," 448,518,360 "
X6,2012,Europe,Grey,Petrol,Manual,3.1,162748,98291,4585,Low," 450,664,235 "
X1,2012,Asia,White,Diesel,Manual,3.4,175569,40560,4323,Low," 175,340,880 "
M5,2021,Africa,Black,Petrol,Manual,3,195870,61134,9805,High," 599,418,870 "
5 Series,2012,Europe,White,Petrol,Automatic,4.3,165560,40252,3957,Low," 159,277,164 "
X6,2013,South America,Silver,Petrol,Manual,4.1,92113,101899,7053,High," 718,693,647 "
M3,2018,Europe,Red,Electric,Automatic,2.6,161390,32023,4414,Low," 141,349,522 "
M3,2013,South America,Grey,Hybrid,Manual,4.3,148265,105170,3677,Low," 386,710,090 "
X1,2022,Asia,Blue,Electric,Manual,3.3,85653,79526,6167,Low," 490,436,842 "
X5,2013,Europe,Silver,Petrol,Manual,3.7,3443,112353,4590,Low," 515,700,270 "
X6,2013,Africa,Red,Petrol,Manual,4.5,50361,34726,5901,Low," 204,918,126 "
i3,2016,Europe,White,Electric,Manual,3.2,51539,69515,1868,Low," 129,854,020 "
M5,2014,Middle East,Black,Hybrid,Automatic,4.1,114680,52472,7450,High," 390,916,400 "
3 Series,2021,Europe,Blue,Hybrid,Manual,3.7,188529,72941,536,Low," 39,096,376 "
3 Series,2011,South America,Silver,Electric,Automatic,3,190291,45369,1155,Low," 52,401,195 "
i3,2016,South America,Blue,Diesel,Automatic,4.3,75830,117944,4442,Low," 523,907,248 "
X6,2012,Asia,Silver,Petrol,Automatic,1.9,89073,100127,4797,Low," 480,309,219 "
X6,2020,Europe,Blue,Diesel,Manual,3.5,74256,54611,4514,Low," 246,514,054 "
7 Series,2010,Asia,Silver,Electric,Automatic,1.7,119853,72151,3689,Low," 266,165,039 "
X1,2018,North America,Silver,Hybrid,Manual,2,184481,117036,4908,Low," 574,412,688 "
X3,2014,North America,Blue,Hybrid,Automatic,3.6,176421,88661,503,Low," 44,596,483 "
i3,2019,South America,Blue,Hybrid,Automatic,2.6,140914,112674,5281,Low," 595,031,394 "
5 Series,2010,South America,Blue,Electric,Manual,2.4,185871,43588,8525,High," 371,587,700 "
X6,2020,South America,Black,Electric,Manual,4.8,161638,41358,7087,High," 293,104,146 "
X6,2010,Middle East,Grey,Petrol,Manual,2.8,178621,86145,1452,Low," 125,082,540 "
X6,2010,Europe,Blue,Hybrid,Automatic,3.5,85507,34003,1167,Low," 39,681,501 "
M3,2021,Europe,White,Hybrid,Manual,3.4,15033,105737,1780,Low," 188,211,860 "
i8,2018,Middle East,Grey,Diesel,Manual,1.7,1489,117487,802,Low," 94,224,574 "
M5,2022,North America,Blue,Hybrid,Automatic,3.9,30718,109526,6928,Low," 758,796,128 "
X3,2017,Asia,Blue,Petrol,Manual,3.3,85562,61667,5455,Low," 336,393,485 "
X6,2020,Europe,White,Hybrid,Automatic,2.8,55121,32108,8058,High," 258,726,264 "
i3,2022,North America,Red,Electric,Automatic,1.7,146654,69908,9476,High," 662,448,208 "
X5,2024,South America,White,Electric,Automatic,2.5,195235,76009,6216,Low," 472,471,944 "
3 Series,2022,Middle East,Grey,Diesel,Manual,4.6,155225,83246,8134,High," 677,122,964 "
3 Series,2015,South America,Grey,Petrol,Manual,2.1,185450,104029,4592,Low," 477,701,168 "
X5,2019,South America,White,Electric,Automatic,2.3,86859,101714,511,Low," 51,975,854 "
X3,2024,South America,Silver,Electric,Manual,2.2,116354,77803,3352,Low," 260,795,656 "
M5,2024,Asia,Grey,Petrol,Automatic,4.6,130341,83383,7690,High," 641,215,270 "
X3,2015,Europe,Red,Electric,Manual,3.9,116259,30994,2948,Low," 91,370,312 "
M5,2015,Middle East,Black,Hybrid,Automatic,4.6,132795,102252,9316,High," 952,579,632 "
X5,2013,Asia,Black,Diesel,Automatic,4.7,136401,34716,8027,High," 278,665,332 "
M3,2014,Europe,Red,Diesel,Manual,4.7,26956,92478,754,Low," 69,728,412 "
X5,2019,North America,Black,Hybrid,Manual,3.2,133387,48140,4350,Low," 209,409,000 "
X3,2012,South America,Red,Diesel,Automatic,3.2,193902,101007,4516,Low," 456,147,612 "
5 Series,2012,North America,Black,Hybrid,Automatic,4.4,94602,61066,6274,Low," 383,128,084 "
M5,2019,Africa,Black,Diesel,Manual,2.7,166282,105370,8925,High," 940,427,250 "
i8,2016,Middle East,Silver,Electric,Automatic,1.6,146360,73813,9305,High," 686,829,965 "
7 Series,2014,Europe,Silver,Hybrid,Automatic,2.7,126122,106980,3202,Low," 342,549,960 "
5 Series,2017,North America,Blue,Petrol,Automatic,4,50924,95462,6157,Low," 587,759,534 "
M5,2014,South America,Red,Hybrid,Manual,1.9,169902,73180,4151,Low," 303,770,180 "
